"schema","table","column","type","nullable","status","owner","evidence"
"drizzle","__drizzle_migrations","id","int4","NO","LIBRARY_MANAGED","Drizzle migration bookkeeping","packages/db/src/migration-journal.ts:284; packages/db/src/index.ts:403"
"drizzle","__drizzle_migrations","hash","text","NO","LIBRARY_MANAGED","Drizzle migration bookkeeping","packages/db/src/migration-journal.ts:284; packages/db/src/index.ts:403"
"drizzle","__drizzle_migrations","created_at","int8","YES","LIBRARY_MANAGED","Drizzle migration bookkeeping","packages/db/src/migration-journal.ts:284; packages/db/src/index.ts:403"
"pgboss","job_common","priority","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","data","jsonb","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","state","job_state","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","retry_limit","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","retry_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","retry_delay","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","retry_backoff","bool","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","retry_delay_max","int4","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","expire_seconds","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","deletion_seconds","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","singleton_key","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","singleton_on","timestamp","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","group_id","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","group_tier","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","start_after","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","created_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","started_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","completed_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","keep_until","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","output","jsonb","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","dead_letter","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","policy","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","heartbeat_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","heartbeat_seconds","int4","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","blocked","bool","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","blocking","bool","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","pending_dependencies","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","source_name","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","source_id","uuid","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","source_created_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_common","source_retry_count","int4","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_dependency","child_name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_dependency","child_id","uuid","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_dependency","parent_name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","job_dependency","parent_id","uuid","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","policy","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","retry_limit","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","retry_delay","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","retry_backoff","bool","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","retry_delay_max","int4","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","expire_seconds","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","retention_seconds","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","deletion_seconds","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","dead_letter","text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","partition","bool","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","table_name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","deferred_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","queued_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","ready_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","warning_queued","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","active_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","failed_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","total_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","ready_history","_int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","heartbeat_seconds","int4","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","notify","bool","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","singletons_active","_text","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","monitor_claim_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","monitor_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","maintain_on","timestamptz","YES","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","created_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue","updated_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","id","uuid","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","deferred_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","queued_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","ready_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","active_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","failed_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","total_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats","captured_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","id","uuid","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","deferred_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","queued_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","ready_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","active_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","failed_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","total_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260905","captured_on","timestamptz","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","id","uuid","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","name","text","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","deferred_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","queued_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","ready_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","active_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","failed_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
"pgboss","queue_stats_20260906","total_count","int4","NO","LIBRARY_MANAGED","pg-boss 12.31.0; schema 41","apps/api/node_modules/pg-boss/dist/plans.js; apps/api/src/pipeline/pg-boss.ts:451"
